DATE,PRCP,SNWD,SNOW,TMAX,TMIN,AWND
20140402,0,0,0,122,56,9
20140403,18,0,0,194,78,17
20140404,53,0,0,83,44,38
20140405,0,0,0,122,44,38
20140406,0,0,0,161,22,19
20140407,132,0,0,117,61,27
20140408,86,0,0,178,78,31
20140409,0,0,0,161,72,31
20140410,0,0,0,144,56,31
20140411,0,0,0,239,133,26
20140412,0,0,0,228,100,19
20140413,0,0,0,250,122,26
20140414,0,0,0,239,150,33
20140415,180,0,0,172,6,39
20140416,13,0,0,94,-5,34
20140417,0,0,0,89,22,35
20140418,0,0,0,94,17,24
20140419,0,0,0,200,50,25
20140420,0,0,0,156,72,28
20140421,0,0,0,194,50,19
20140422,3,0,0,217,106,25
20140423,0,0,0,161,67,42
20140424,0,0,0,167,56,38
20140425,5,0,0,172,67,22
20140426,234,0,0,194,78,24
20140427,0,0,0,150,83,26
20140428,0,0,0,194,72,19
20140429,8,0,0,111,61,40
20140430,1262,0,0,111,50,37
20140501,30,0,0,256,106,20
20140502,0,0,0,211,133,20
20140503,20,0,0,217,122,15
20140504,5,0,0,183,122,37
20140505,0,0,0,211,100,33
20140506,0,0,0,217,111,17
20140507,0,0,0,206,100,18
20140508,104,0,0,150,117,20
20140509,10,0,0,172,128,14
20140510,94,0,0,283,139,20
20140511,8,0,0,278,156,14
20140512,0,0,0,294,178,8
20140513,0,0,0,228,117,32
20140514,3,0,0,217,111,21
20140515,38,0,0,217,144,24
20140516,391,0,0,200,144,29
20140517,0,0,0,211,117,22
20140518,0,0,0,194,106,26
20140519,0,0,0,222,94,21
20140520,0,0,0,256,117,14
20140521,0,0,0,233,172,11
20140522,61,0,0,194,150,14
20140523,231,0,0,217,133,19
20140524,102,0,0,211,139,16
20140525,0,0,0,267,128,9
20140526,0,0,0,300,189,22
20140527,0,0,0,300,178,19
20140528,0,0,0,178,122,34
20140529,0,0,0,189,106,19
20140530,0,0,0,239,128,11
20140531,13,0,0,228,139,26
20140601,0,0,0,250,128,16
20140602,0,0,0,267,150,20
20140603,30,0,0,306,183,18
20140604,0,0,0,278,172,16
20140605,221,0,0,244,161,25
20140606,0,0,0,244,161,20
20140607,0,0,0,278,156,13
20140608,0,0,0,300,189,13
20140609,406,0,0,228,172,19
20140610,0,0,0,250,183,15
20140611,5,0,0,211,161,32
20140612,18,0,0,228,156,25
20140613,325,0,0,261,183,16
20140614,0,0,0,233,156,21
20140615,0,0,0,267,150,19
20140616,0,0,0,272,172,13
20140617,0,0,0,317,217,18
20140618,0,0,0,317,244,26
20140619,38,0,0,250,200,17
20140620,0,0,0,261,178,20
20140621,0,0,0,256,167,22
20140622,0,0,0,261,178,9
20140623,0,0,0,272,183,12
20140624,0,0,0,272,200,22
20140625,20,0,0,294,211,22
20140626,18,0,0,294,211,21
20140627,0,0,0,283,194,13
20140628,0,0,0,306,189,13
20140629,0,0,0,283,200,12
20140630,0,0,0,289,206,12
20140701,0,0,0,317,222,23
20140702,244,0,0,328,222,17
20140703,452,0,0,306,206,13
20140704,36,0,0,233,183,24
20140705,0,0,0,272,172,30
20140706,0,0,0,289,189,22
20140707,10,0,0,322,222,26
20140708,99,0,0,328,217,21
20140709,23,0,0,311,217,19
20140710,0,0,0,283,222,13
20140711,0,0,0,300,217,18
20140712,0,0,0,294,217,15
20140713,8,0,0,283,222,23
20140714,117,0,0,289,222,20
20140715,330,0,0,300,222,12
20140716,0,0,0,272,200,17
20140717,0,0,0,272,194,18
20140718,0,0,0,272,178,18
20140719,0,0,0,244,200,23
20140720,0,0,0,267,189,18
20140721,0,0,0,294,194,9
20140722,0,0,0,300,217,17
20140723,48,0,0,311,222,22
20140724,0,0,0,267,211,22
20140725,0,0,0,278,189,19
20140726,0,0,0,272,206,19
20140727,5,0,0,294,217,15
20140728,48,0,0,278,200,33
20140729,0,0,0,244,178,22
20140730,0,0,0,267,172,13
20140731,0,0,0,278,200,15
20140801,0,0,0,289,217,17
20140802,104,0,0,233,172,27
20140803,18,0,0,244,189,10
20140804,0,0,0,289,211,15
20140805,0,0,0,322,217,11
20140806,0,0,0,283,211,13
20140807,0,0,0,283,189,19
20140808,0,0,0,283,183,14
20140809,0,0,0,306,189,13
20140810,0,0,0,311,200,13
20140811,0,0,0,306,217,14
20140812,48,0,0,261,211,26
20140813,135,0,0,278,200,25
20140814,0,0,0,250,172,21
20140815,0,0,0,228,161,24
20140816,0,0,0,256,172,18
20140817,3,0,0,278,189,16
20140818,0,0,0,272,172,20
20140819,0,0,0,283,172,17
20140820,0,0,0,289,211,10
20140821,89,0,0,283,183,16
20140822,15,0,0,261,183,21
20140823,3,0,0,250,194,21
20140824,0,0,0,267,178,14
20140825,0,0,0,311,178,12
20140826,0,0,0,317,211,10
20140827,0,0,0,322,211,15
20140828,0,0,0,278,189,24
20140829,0,0,0,267,161,15
20140830,0,0,0,267,183,10
20140831,157,0,0,322,228,15
20140901,0,0,0,311,239,13
20140902,0,0,0,333,250,24
20140903,0,0,0,300,222,15
20140904,0,0,0,306,206,12
20140905,0,0,0,306,222,13
20140906,28,0,0,328,194,21
20140907,0,0,0,272,183,21
20140908,0,0,0,239,183,34
20140909,0,0,0,228,172,35
20140910,0,0,0,267,172,26
20140911,0,0,0,283,206,21
20140912,0,0,0,256,167,23
20140913,66,0,0,206,144,23
20140914,0,0,0,217,117,14
20140915,0,0,0,217,128,13
20140916,94,0,0,211,144,10
20140917,0,0,0,228,128,12
20140918,0,0,0,244,139,12
20140919,0,0,0,189,122,34
20140920,0,0,0,239,139,13
20140921,38,0,0,239,194,7
20140922,0,0,0,217,128,30
20140923,0,0,0,217,111,8
20140924,0,0,0,217,144,25
20140925,81,0,0,178,139,37
20140926,0,0,0,250,144,19
20140927,0,0,0,283,156,11
20140928,0,0,0,289,178,8
20140929,0,0,0,261,194,3
20140930,0,0,0,217,167,21
20141001,5,0,0,183,161,27
20141002,0,0,0,211,161,21
20141003,0,0,0,217,133,19
20141004,300,0,0,206,111,30
20141005,0,0,0,161,78,25
20141006,0,0,0,206,100,17
20141007,15,0,0,217,172,21
20141008,10,0,0,228,167,32
20141009,0,0,0,200,128,25
20141010,0,0,0,178,111,10
20141011,84,0,0,156,100,20
20141012,0,0,0,172,89,12
20141013,13,0,0,183,111,12
20141014,0,0,0,244,172,21
20141015,175,0,0,250,206,23
20141016,282,0,0,217,161,18
20141017,0,0,0,217,150,20
20141018,0,0,0,211,133,28
20141019,0,0,0,133,67,34
20141020,0,0,0,156,56,17
20141021,28,0,0,194,128,16
20141022,384,0,0,144,100,42
20141023,155,0,0,117,100,34
20141024,0,0,0,172,106,20
20141025,3,0,0,194,100,26
20141026,0,0,0,172,117,35
20141027,0,0,0,172,89,23
20141028,0,0,0,222,117,13
20141029,0,0,0,222,106,22
20141030,0,0,0,150,83,16
20141031,13,0,0,128,72,29
20141101,89,0,0,83,56,40
20141102,0,0,0,89,50,48
20141103,0,0,0,161,39,26
20141104,0,0,0,200,117,21
20141105,0,0,0,178,133,20
20141106,94,0,0,139,89,14
20141107,0,0,0,117,44,33
20141108,0,0,0,89,22,27
20141109,0,0,0,139,78,12
20141110,0,0,0,161,67,11
20141111,0,0,0,178,94,15
20141112,0,0,0,183,83,12
20141113,51,0,0,89,22,16
20141114,15,0,0,56,17,32
20141115,0,0,0,56,6,16
20141116,8,0,0,72,17,17
20141117,391,0,0,111,44,17
20141118,0,0,0,72,-43,45
20141119,0,0,0,22,-55,32
20141120,0,0,0,72,-5,32
20141121,0,0,0,28,-21,34
20141122,0,0,0,67,-21,22
20141123,0,0,0,139,61,17
20141124,178,0,0,206,117,24
20141125,0,0,0,200,106,23
20141126,315,0,5,106,11,39
20141127,5,0,0,33,11,23
20141128,0,0,0,28,-16,26
20141129,0,0,0,72,-27,16
20141130,0,0,0,128,72,19
20141201,23,0,0,183,56,30
20141202,20,0,0,61,17,41
20141203,15,0,0,78,50,34
20141204,0,0,0,72,28,26
20141205,130,0,0,67,11,27
20141206,310,0,0,100,39,18
20141207,10,0,0,56,-10,53
20141208,0,0,0,28,-43,51
20141209,645,0,0,56,22,46
20141210,20,0,25,44,0,37
20141211,3,30,0,33,-5,34
20141212,0,0,0,33,0,36
20141213,0,0,0,67,11,40
20141214,0,0,0,78,33,27
20141215,0,0,0,89,28,12
20141216,51,0,0,94,33,17
20141217,5,0,0,122,56,26
20141218,0,0,0,56,28,39
20141219,0,0,0,33,-5,32
20141220,0,0,0,6,-10,22
20141221,0,0,0,22,-5,22
20141222,10,0,0,67,17,27
20141223,41,0,0,78,61,37
20141224,203,0,0,144,67,26
20141225,23,0,0,167,67,43
20141226,0,0,0,100,44,26
20141227,0,0,0,128,67,20
20141228,25,0,0,122,61,26
20141229,0,0,0,67,11,23
20141230,0,0,0,11,-21,19
20141231,0,0,0,0,-27,25
20150101,0,0,0,39,-27,32
20150102,0,0,0,56,17,32
20150103,180,0,0,56,6,29
20150104,76,0,0,133,50,29
20150105,0,0,0,94,-60,47
20150106,13,0,25,-55,-71,18
20150107,0,30,0,-49,-127,57
20150108,0,0,0,-60,-132,39
20150109,18,0,38,6,-71,39
20150110,0,30,0,-49,-88,36
20150111,0,30,0,28,-77,27
20150112,91,0,0,39,17,17
20150113,0,0,0,22,-82,38
20150114,0,0,0,0,-88,28
20150115,0,0,0,17,-38,21
20150116,0,0,0,61,-66,44
20150117,0,0,0,0,-82,27
20150118,533,0,0,56,-5,17
20150119,0,0,0,56,22,34
20150120,0,0,0,44,0,26
20150121,0,0,0,22,-38,19
20150122,0,0,0,44,-5,25
20150123,0,0,0,39,-21,25
20150124,183,80,91,39,6,27
20150125,0,50,0,56,-5,28
20150126,122,50,140,-5,-55,57
20150127,91,200,109,-10,-66,37
20150128,0,200,0,11,-88,34
20150129,5,150,0,22,-71,17
20150130,15,180,25,33,-71,47
20150131,0,180,0,-32,-105,55
20150201,8,150,8,22,-66,17
20150202,259,180,127,11,-99,44
20150203,0,200,0,-32,-105,32
20150204,0,200,0,61,-43,19
20150205,0,200,0,56,-99,38
20150206,0,200,0,-27,-110,32
20150207,5,200,0,44,-38,17
20150208,0,200,0,28,-16,38
20150209,23,200,0,-16,-38,49
20150210,3,200,3,44,-32,47
20150211,0,200,0,11,-55,29
20150212,0,200,0,44,-88,33
20150213,0,200,0,-60,-132,41
20150214,5,200,23,0,-88,24
20150215,0,230,0,-38,-155,65
20150216,0,230,0,-60,-160,31
20150217,36,300,84,-27,-99,21
20150218,0,230,0,6,-71,19
20150219,0,230,0,-27,-132,51
20150220,0,230,0,-71,-166,46
20150221,155,230,76,0,-105,20
20150222,25,330,25,61,0,13
20150223,0,300,0,33,-132,50
20150224,0,300,0,-43,-155,26
20150225,0,300,0,28,-66,29
20150226,0,280,0,0,-60,32
20150227,0,280,0,-10,-77,27
20150228,0,280,0,-16,-105,16
20150301,132,250,122,-5,-43,10
20150302,0,380,0,39,-27,36
20150303,170,360,46,28,-55,22
20150304,64,330,0,72,17,27
20150305,193,330,191,44,-71,26
20150306,0,480,0,-27,-110,28
20150307,0,460,0,33,-77,23
20150308,0,410,0,94,28,23
20150309,3,330,0,122,44,21
20150310,117,280,0,117,39,16
20150311,3,150,0,150,67,31
20150312,0,100,0,83,22,37
20150313,0,50,0,61,-5,29
20150314,206,30,0,106,44,25
20150315,0,0,0,67,22,51
20150316,0,0,0,111,17,17
20150317,5,0,0,139,11,43
20150318,0,0,0,39,-16,43
20150319,0,0,0,61,-16,26
20150320,102,0,114,33,-16,35
20150321,0,130,0,83,-16,24
20150322,0,0,0,61,-21,34
20150323,0,0,0,33,-49,30
20150324,0,0,0,72,-32,18
20150325,13,0,0,94,11,20
20150326,81,0,0,167,56,13
20150327,69,0,0,78,39,19
20150328,0,0,0,44,-32,34
20150329,0,0,0,78,-38,28
20150330,0,0,0,122,22,35
20150331,43,0,0,83,17,24
20150401,0,0,0,106,0,23
20150402,0,0,0,194,50,28
20150403,10,0,0,178,150,30
20150404,3,0,0,156,56,45
20150405,0,0,0,161,56,22
20150406,0,0,0,172,56,19
20150407,38,0,0,167,56,31
20150408,0,0,0,72,28,51
20150409,0,0,0,61,28,40
20150410,43,0,0,133,39,21
20150411,0,0,0,139,67,39
20150412,0,0,0,189,61,15
20150413,0,0,0,200,100,21
20150414,3,0,0,183,128,17
20150415,0,0,0,222,106,28
20150416,0,0,0,178,111,29
20150417,20,0,0,217,128,23
20150418,0,0,0,267,150,19
20150419,0,0,0,178,89,38
20150420,348,0,0,139,78,33
20150421,51,0,0,183,111,27
20150422,13,0,0,206,89,29
20150423,0,0,0,111,50,41
20150424,0,0,0,111,39,38
20150425,0,0,0,167,33,25
20150426,0,0,0,178,78,23
20150427,0,0,0,167,94,26
20150428,0,0,0,217,100,35
20150429,0,0,0,256,100,25
20150430,0,0,0,194,89,36
20150501,0,0,0,172,94,23
20150502,0,0,0,233,89,13
20150503,0,0,0,267,106,11
20150504,0,0,0,294,139,24
20150505,0,0,0,294,189,18
20150506,0,0,0,228,150,22
20150507,0,0,0,267,133,10
20150508,0,0,0,278,133,13
20150509,0,0,0,211,139,19
20150510,0,0,0,283,161,16
20150511,0,0,0,289,211,17
20150512,0,0,0,300,178,24
20150513,0,0,0,211,117,33
20150514,0,0,0,228,100,17
20150515,0,0,0,239,128,15
20150516,76,0,0,239,139,9
20150517,5,0,0,283,178,9
20150518,0,0,0,239,156,21
20150519,0,0,0,267,150,11
20150520,0,0,0,194,122,31
20150521,0,0,0,167,111,12
20150522,0,0,0,233,128,27
20150523,0,0,0,211,94,20
20150524,0,0,0,272,133,17
20150525,0,0,0,294,178,22
20150526,0,0,0,311,194,23
20150527,20,0,0,294,211,23
20150528,0,0,0,294,211,18
20150529,0,0,0,294,183,18
20150530,0,0,0,294,194,25
20150531,371,0,0,306,139,25
20150601,183,0,0,144,106,46
20150602,94,0,0,128,100,28
20150603,0,0,0,211,111,21
20150604,0,0,0,183,122,23
20150605,33,0,0,211,128,13
20150606,48,0,0,244,156,21
20150607,0,0,0,233,128,17
20150608,15,0,0,261,172,27
20150609,3,0,0,283,200,22
20150610,0,0,0,278,183,14
20150611,0,0,0,317,222,20
20150612,0,0,0,311,228,20
20150613,0,0,0,300,222,24
20150614,91,0,0,311,189,12
20150615,145,0,0,283,178,21
20150616,69,0,0,261,183,10
20150617,0,0,0,278,189,17
20150618,0,0,0,217,178,16
20150619,0,0,0,306,200,17
20150620,0,0,0,239,178,24
20150621,163,0,0,311,217,20
20150622,0,0,0,306,211,22
20150623,5,0,0,322,239,26
20150624,0,0,0,289,200,21
20150625,0,0,0,283,183,14
20150626,0,0,0,272,206,20
20150627,284,0,0,217,144,33
20150628,74,0,0,228,167,24
20150629,0,0,0,244,172,22
20150630,10,0,0,278,200,22
20150701,99,0,0,278,206,19
20150702,0,0,0,267,206,5
20150703,0,0,0,278,189,13
20150704,0,0,0,239,206,15
20150705,0,0,0,283,200,7
20150706,0,0,0,283,222,13
20150707,30,0,0,311,239,22
20150708,0,0,0,311,250,14
20150709,76,0,0,261,200,21
20150710,0,0,0,289,222,21
20150711,0,0,0,311,206,11
20150712,0,0,0,317,222,9
20150713,0,0,0,311,228,12
20150714,107,0,0,278,228,12
20150715,30,0,0,272,222,20
20150716,0,0,0,267,178,25
20150717,0,0,0,272,194,17
20150718,81,0,0,294,217,20
20150719,0,0,0,339,256,14
20150720,0,0,0,344,278,20
20150721,0,0,0,317,233,11
20150722,0,0,0,294,206,26
20150723,0,0,0,300,200,17
20150724,0,0,0,306,211,9
20150725,0,0,0,311,206,14
20150726,0,0,0,322,233,20
20150727,91,0,0,300,217,13
20150728,0,0,0,350,239,12
20150729,0,0,0,356,256,17
20150730,495,0,0,306,244,19
20150731,0,0,0,317,222,15
20150801,0,0,0,317,239,20
20150802,0,0,0,317,217,9
20150803,0,0,0,322,239,22
20150804,109,0,0,317,206,24
20150805,0,0,0,306,222,13
20150806,0,0,0,283,194,11
20150807,0,0,0,289,206,24
20150808,0,0,0,278,200,17
20150809,0,0,0,294,200,17
20150810,0,0,0,289,211,20
20150811,297,0,0,272,217,19
20150812,0,0,0,294,217,21
20150813,0,0,0,283,194,14
20150814,0,0,0,311,194,13
20150815,0,0,0,333,228,15
20150816,0,0,0,339,244,7
20150817,0,0,0,350,256,15
20150818,74,0,0,322,228,18
20150819,0,0,0,306,250,18
20150820,3,0,0,300,250,25
20150821,81,0,0,306,217,19
20150822,0,0,0,300,206,20
20150823,0,0,0,294,211,18
20150824,0,0,0,306,228,11
20150825,0,0,0,322,228,17
20150826,0,0,0,294,194,17
20150827,0,0,0,278,194,14
20150828,0,0,0,278,172,11
20150829,0,0,0,306,194,9
20150830,33,0,0,322,222,18
20150831,0,0,0,328,244,20
20150901,0,0,0,322,244,10
20150902,0,0,0,328,233,8
20150903,0,0,0,339,233,9
20150904,0,0,0,294,222,31
20150905,0,0,0,283,194,18
20150906,0,0,0,306,183,6
20150907,0,0,0,333,211,19
20150908,0,0,0,361,244,22
20150909,0,0,0,322,244,17
20150910,401,0,0,261,211,28
20150911,0,0,0,272,189,23
20150912,74,0,0,261,206,19
20150913,10,0,0,267,167,28
20150914,0,0,0,250,150,29
20150915,0,0,0,289,167,10
20150916,0,0,0,311,189,6
20150917,0,0,0,317,200,10
20150918,0,0,0,306,200,9
20150919,0,0,0,283,200,12
20150920,0,0,0,261,178,35
20150921,0,0,0,228,150,34
20150922,0,0,0,217,167,31
20150923,0,0,0,267,150,13
20150924,0,0,0,278,156,19
20150925,0,0,0,244,172,28
20150926,0,0,0,222,161,27
20150927,0,0,0,217,133,22
20150928,0,0,0,256,183,15
20150929,28,0,0,283,222,12
20150930,320,0,0,261,150,37
20151001,23,0,0,178,133,39
20151002,274,0,0,139,89,56
20151003,89,0,0,128,94,51
20151004,0,0,0,172,117,48
20151005,0,0,0,194,111,28
20151006,0,0,0,228,111,7
20151007,0,0,0,228,144,13
20151008,0,0,0,222,150,15
20151009,226,0,0,256,161,18
20151010,0,0,0,183,100,11
20151011,0,0,0,206,117,17
20151012,0,0,0,250,133,17
20151013,3,0,0,222,161,16
20151014,0,0,0,206,139,17
20151015,0,0,0,178,106,18
20151016,0,0,0,178,117,24
20151017,0,0,0,133,56,26
20151018,0,0,0,100,33,22
20151019,0,0,0,117,17,17
20151020,0,0,0,211,89,27
20151021,0,0,0,244,139,10
20151022,0,0,0,239,144,21
20151023,0,0,0,183,72,30
20151024,0,0,0,139,44,18
20151025,13,0,0,200,89,22
20151026,0,0,0,144,78,17
20151027,0,0,0,150,72,20
20151028,356,0,0,206,117,30
20151029,10,0,0,228,139,29
20151030,0,0,0,161,89,26
20151031,0,0,0,133,56,13
20151101,0,0,0,183,122,22
20151102,0,0,0,172,122,9
20151103,0,0,0,222,89,11
20151104,0,0,0,211,133,11
20151105,3,0,0,217,133,9
20151106,0,0,0,233,189,21
20151107,0,0,0,222,117,20
20151108,0,0,0,133,78,16
20151109,0,0,0,150,61,9
20151110,66,0,0,139,106,44
20151111,109,0,0,144,94,22
20151112,3,0,0,161,106,25
20151113,0,0,0,144,78,48
20151114,0,0,0,94,56,35
20151115,0,0,0,144,39,21
20151116,0,0,0,194,106,18
20151117,0,0,0,111,44,28
20151118,0,0,0,144,78,23
20151119,318,0,0,178,139,25
20151120,0,0,0,178,78,26
20151121,0,0,0,117,56,29
20151122,8,0,0,128,56,28
20151123,0,0,0,67,6,26
20151124,0,0,0,78,0,17
20151125,0,0,0,100,22,12
20151126,0,0,0,156,50,13
20151127,0,0,0,178,106,17
20151128,5,0,0,178,72,-9999
20151129,0,0,0,94,33,-9999
20151130,0,0,0,83,6,25
20151201,84,0,0,106,67,30
20151202,36,0,0,139,78,13
20151203,0,0,0,128,67,38
20151204,0,0,0,106,56,19
20151205,0,0,0,106,44,10
20151206,0,0,0,117,39,15
20151207,0,0,0,122,56,17
20151208,0,0,0,94,50,20
20151209,0,0,0,128,44,19
20151210,0,0,0,156,106,19
20151211,0,0,0,161,100,21
20151212,0,0,0,189,128,9
20151213,0,0,0,194,128,15
20151214,84,0,0,194,117,21
20151215,23,0,0,200,117,47
20151216,10,0,0,117,78,24
20151217,307,0,0,150,100,22
20151218,0,0,0,139,33,30
20151219,0,0,0,44,17,42
20151220,0,0,0,61,11,27
20151221,0,0,0,133,39,32
20151222,48,0,0,167,117,22
20151223,394,0,0,178,111,16
20151224,3,0,0,222,172,20
20151225,3,0,0,189,139,4
20151226,0,0,0,150,83,36
20151227,30,0,0,161,78,26
20151228,8,0,0,78,11,37
20151229,114,0,0,78,11,31
20151230,48,0,0,89,33,18
20151231,8,0,0,89,56,24